temp,rain_1h,snow_1h,clouds_all,traffic_volume
254.41,0.0,0.0,64,4314
255.18,0.0,0.0,64,4344
255.38,0.0,0.0,64,4792
255.91,0.0,0.0,64,4769
256.14,0.0,0.0,64,4978
256.13,0.0,0.0,64,5211
255.98,0.0,0.0,64,5294
255.21,0.0,0.0,64,5287
255.36,0.0,0.0,64,4596
255.18,0.0,0.0,64,2790
254.89,0.0,0.0,64,2183
252.38,0.0,0.0,90,2099
250.12,0.0,0.0,90,1660
249.45,0.0,0.0,40,1148
249.94,0.0,0.0,1,667
249.08,0.0,0.0,1,416
251.15,0.0,0.0,1,288
250.15,0.0,0.0,1,258
250.15,0.0,0.0,1,480
249.15,0.0,0.0,20,1342
249.15,0.0,0.0,20,1342
249.15,0.0,0.0,1,2691
247.15,0.0,0.0,1,2545
249.8,0.0,0.0,1,2886
254.56,0.0,0.0,64,3904
256.27,0.0,0.0,64,4324
257.92,0.0,0.0,64,4098
259.3,0.0,0.0,64,4199
260.25,0.0,0.0,64,4145
260.79,0.0,0.0,64,4037
260.57,0.0,0.0,90,3196
260.37,0.0,0.0,64,1657
260.37,0.0,0.0,64,1657
260.37,0.0,0.0,64,1657
259.98,0.76,0.0,64,1978
259.98,0.76,0.0,64,1978
259.98,0.76,0.0,64,1978
260.1,1.27,0.0,90,2221
260.1,1.27,0.0,90,2221
260.1,1.27,0.0,90,2221
260.07,0.76,0.0,64,2010
260.07,0.76,0.0,64,2010
260.07,0.76,0.0,64,2010
259.97,1.02,0.0,64,1375
259.97,1.02,0.0,64,1375
260.17,0.25,0.0,64,712
260.65,0.0,0.0,64,549
261.0,0.0,0.0,64,282
261.28,0.0,0.0,64,164
261.63,0.0,0.0,64,176
262.24,0.0,0.0,64,259
262.75,0.0,0.0,64,462
262.75,0.0,0.0,64,462
263.33,0.0,0.0,64,538
263.33,0.0,0.0,64,538
263.71,0.0,0.0,64,675
263.71,0.0,0.0,64,675
264.16,0.0,0.0,64,1174
264.16,0.0,0.0,64,1174
264.96,0.0,0.0,64,1685
264.96,0.0,0.0,64,1685
264.96,0.0,0.0,64,1685
265.93,0.0,0.0,64,2089
265.93,0.0,0.0,64,2089
267.56,0.0,0.0,64,2397
269.1,0.0,0.0,90,2546
269.1,0.0,0.0,90,2546
269.18,0.25,0.0,64,2683
269.18,0.25,0.0,64,2683
269.18,0.25,0.0,64,2683
268.43,0.51,0.0,64,2666
267.48,0.0,0.0,64,2699
265.41,0.0,0.0,64,2735
263.92,0.0,0.0,64,2713
262.89,0.0,0.0,90,2675
262.73,0.0,0.0,64,1750
263.0,0.0,0.0,64,1035
263.39,0.0,0.0,64,584
263.39,0.0,0.0,64,326
263.49,0.0,0.0,64,247
263.62,0.0,0.0,64,308
263.49,0.0,0.0,64,583
263.34,0.0,0.0,64,1908
262.75,0.0,0.0,64,3764
262.07,0.0,0.0,64,3861
262.11,0.0,0.0,64,3554
263.22,0.0,0.0,64,3289
264.84,0.0,0.0,64,3464
266.77,0.0,0.0,64,4017
267.9,0.0,0.0,64,4203
268.64,0.0,0.0,64,4534
268.64,0.0,0.0,64,4534
269.18,0.0,0.0,64,4874
269.18,0.0,0.0,64,4874
269.18,0.0,0.0,64,4965
269.35,0.0,0.0,64,5135
268.87,0.0,0.0,64,3468
268.81,0.0,0.0,64,2696
268.77,0.0,0.0,64,2229
267.81,0.0,0.0,64,2169
266.48,0.0,0.0,64,2019
265.44,0.0,0.0,64,1195
264.62,0.0,0.0,64,690
264.62,0.0,0.0,64,690
262.28,0.0,0.0,64,417
262.28,0.0,0.0,64,417
262.28,0.0,0.0,64,417
262.31,0.0,0.0,64,308
262.31,0.0,0.0,64,308
262.76,0.0,0.0,64,333
262.76,0.0,0.0,64,333
263.66,0.0,0.0,64,628
265.83,0.0,0.0,64,2008
266.98,0.0,0.0,64,4012
267.53,0.0,0.0,64,4037
267.79,0.0,0.0,64,3943
268.69,0.0,0.0,64,3734
270.63,0.0,0.0,64,3900
271.94,0.0,0.0,64,4555
274.25,0.0,0.0,64,4809
275.5,0.41,0.0,64,5012
276.76,0.79,0.0,64,5224
277.05,1.06,0.0,64,5268
276.81,0.95,0.0,64,5785
275.41,0.34,0.0,64,5183
274.7,0.25,0.0,64,3143
274.32,0.25,0.0,64,2483
271.81,0.0,0.0,64,2431
271.06,0.0,0.0,64,951
271.06,0.0,0.0,64,951
270.11,0.0,0.0,64,624
270.11,0.0,0.0,64,624
269.42,0.0,0.0,64,514
269.42,0.0,0.0,64,514
269.43,0.0,0.0,64,338
269.43,0.0,0.0,64,338
269.11,0.0,0.0,64,323
269.11,0.0,0.0,64,323
268.9,0.0,0.0,64,688
268.9,0.0,0.0,64,688
268.86,0.0,0.0,64,1092
268.86,0.0,0.0,64,1092
269.0,0.0,0.0,64,1380
269.37,0.0,0.0,75,1821
269.37,0.0,0.0,75,1821
269.59,0.0,0.0,64,2559
270.68,0.0,0.0,64,3135
273.45,0.0,0.0,64,3544
276.63,0.25,0.0,64,3896
278.52,1.07,0.0,64,4162
279.64,0.91,0.0,64,4077
279.32,1.41,0.0,64,4424
278.65,0.91,0.0,64,4451
275.45,0.25,0.0,64,4334
275.45,0.25,0.0,64,4334
272.76,0.25,0.0,64,3206
272.76,0.25,0.0,64,3206
272.32,0.25,0.0,64,2652
272.32,0.25,0.0,64,2652
272.24,0.0,0.0,64,2484
270.82,0.0,0.0,64,2375
269.11,0.25,0.0,64,1555
269.11,0.25,0.0,64,1555
266.7,0.0,0.0,64,1057
266.7,0.0,0.0,64,1057
264.69,0.0,0.0,64,724
263.06,0.0,0.0,64,521
262.21,0.0,0.0,64,328
260.54,0.0,0.0,64,300
258.9,0.0,0.0,64,484
257.43,0.0,0.0,64,716
256.66,0.0,0.0,64,930
255.43,0.0,0.0,64,1382
253.85,0.0,0.0,20,2261
253.6,0.0,0.0,90,3426
254.63,0.0,0.0,64,3167
254.93,0.0,0.0,64,3430
255.19,0.0,0.0,64,3457
255.4,0.0,0.0,64,3769
252.15,0.0,0.0,1,3703
250.8,0.0,0.0,1,3333
249.8,0.0,0.0,1,2871
249.15,0.0,0.0,1,2552
249.44,0.0,0.0,5,2067
248.14,0.0,0.0,1,2494
248.63,0.0,0.0,1,2618
248.13,0.0,0.0,1,1083
249.15,0.0,0.0,1,551
249.15,0.0,0.0,1,355
248.13,0.0,0.0,1,290
248.13,0.0,0.0,1,256
249.15,0.0,0.0,1,627
249.15,0.0,0.0,1,2107
248.48,0.0,0.0,1,4596
249.47,0.0,0.0,90,4855
250.47,0.0,0.0,90,4385
251.11,0.0,0.0,90,3792
251.11,0.0,0.0,90,3792
253.34,0.0,0.0,90,3793
253.34,0.0,0.0,90,3793
254.44,0.0,0.0,90,3829
255.29,0.0,0.0,90,3672
255.82,0.0,0.0,90,3285
255.8,0.0,0.0,90,3781
256.01,0.76,0.0,90,4233
256.01,0.76,0.0,90,4233
255.81,0.25,0.0,90,3938
255.81,0.25,0.0,90,3938
255.92,0.0,0.0,90,3835
255.37,0.0,0.0,64,3041
256.12,0.0,0.0,64,2337
255.5,0.0,0.0,64,1862
255.79,0.0,0.0,64,1668
255.3,0.0,0.0,90,1413
254.15,0.0,0.0,90,942
251.31,0.0,0.0,64,580
250.14,0.0,0.0,1,351
249.36,0.0,0.0,1,288
249.15,0.0,0.0,1,294
249.34,0.0,0.0,1,580
249.67,0.0,0.0,1,1861
249.15,0.0,0.0,1,3832
249.66,0.0,0.0,90,4232
250.66,0.0,0.0,90,3821
250.88,0.0,0.0,90,3648
251.46,0.0,0.0,90,3576
252.46,0.0,0.0,90,4103
255.37,0.0,0.0,64,4624
255.41,0.0,0.0,64,5064
255.43,0.0,0.0,64,5241
251.13,0.0,0.0,1,5133
249.44,0.0,0.0,1,4435
251.43,0.0,0.0,20,3797
248.13,0.0,0.0,1,4504
247.66,0.0,0.0,1,3478
248.63,0.0,0.0,1,2711
248.39,0.0,0.0,40,2189
249.89,0.0,0.0,90,1457
250.14,0.0,0.0,90,1395
250.39,0.0,0.0,75,1292
250.39,0.0,0.0,90,957
250.89,0.0,0.0,90,559
250.89,0.0,0.0,90,329
251.15,0.0,0.0,90,435
251.15,0.0,0.0,90,606
251.15,0.0,0.0,90,772
251.64,0.0,0.0,90,993
251.8,0.0,0.0,90,1258
253.88,0.0,0.0,90,2360
255.36,0.0,0.0,64,2574
255.74,0.0,0.0,64,2812
256.16,0.0,0.0,64,2920
256.41,0.0,0.0,64,2891
256.19,0.0,0.0,64,2842
255.95,0.0,0.0,64,2708
255.66,0.0,0.0,64,2586
255.62,0.0,0.0,64,2121
255.46,0.0,0.0,64,1690
276.793,0.0,0.0,64,1175
254.98,0.0,0.0,64,749
255.34,0.0,0.0,90,422
254.5,0.0,0.0,90,213
251.62,0.0,0.0,90,283
250.14,0.0,0.0,40,694
249.48,0.0,0.0,1,2439
248.48,0.0,0.0,1,5032
247.64,0.0,0.0,1,5654
248.15,0.0,0.0,1,4944
249.8,0.0,0.0,1,4282
252.63,0.0,0.0,5,3991
254.67,0.0,0.0,64,4350
255.87,0.0,0.0,64,4558
256.36,0.0,0.0,64,4801
256.65,0.0,0.0,64,4835
256.49,0.0,0.0,64,5415
253.9,0.0,0.0,1,5216
251.4,0.0,0.0,64,3828
251.27,0.0,0.0,5,2763
248.78,0.0,0.0,5,2225
248.79,0.0,0.0,1,3355
248.14,0.0,0.0,1,2261
249.15,0.0,0.0,1,1072
276.793,0.0,0.0,64,386
249.39,0.0,0.0,1,285
250.55,0.0,0.0,75,309
251.76,0.0,0.0,75,689
253.86,0.0,0.0,90,2347
255.62,0.0,0.0,64,5668
256.72,0.0,0.0,64,5191
258.1,0.0,0.0,64,4549
259.75,0.0,0.0,64,4088
260.91,0.0,0.0,64,4446
262.52,0.0,0.0,64,4872
263.57,0.0,0.0,64,5008
263.57,0.0,0.0,64,5008
264.25,0.0,0.0,64,5302
264.25,0.0,0.0,64,5302
264.94,0.0,0.0,64,5463
264.94,0.0,0.0,64,5463
264.94,0.0,0.0,64,5463
265.27,0.25,0.0,64,5923
265.27,0.25,0.0,64,5923
265.27,0.25,0.0,64,5923
265.46,0.0,0.0,64,5439
265.46,0.0,0.0,64,5439
265.46,0.0,0.0,64,5439
266.09,0.0,0.0,64,4222
266.79,0.0,0.0,64,3037
267.97,0.0,0.0,90,2427
268.88,0.0,0.0,90,2427
269.63,0.0,0.0,64,1782
270.01,0.0,0.0,64,1300
270.54,0.76,0.0,64,812
270.54,0.76,0.0,64,812
270.54,0.76,0.0,64,812
270.77,0.0,0.0,64,598
271.47,0.0,0.0,64,506
272.21,0.0,0.0,64,351
273.33,0.0,0.0,64,318
272.57,0.0,0.0,64,695
270.47,0.0,0.0,64,1103
269.06,0.0,0.0,64,1482
266.63,0.0,0.0,64,2157
264.66,0.0,0.0,64,2789
263.76,0.0,0.0,64,3232
263.62,0.0,0.0,64,3607
263.7,0.0,0.0,64,4172
264.14,0.0,0.0,64,4114
263.78,0.0,0.0,64,4249
263.05,0.0,0.0,64,4412
262.29,0.0,0.0,64,4343
260.45,0.0,0.0,64,4070
259.23,0.0,0.0,64,2701
258.02,0.0,0.0,64,2253
257.18,0.0,0.0,64,2537
256.3,0.0,0.0,64,3258
255.63,0.0,0.0,64,1566
252.38,0.0,0.0,1,891
251.14,0.0,0.0,1,554
250.63,0.0,0.0,1,458
249.88,0.0,0.0,1,288
248.88,0.0,0.0,1,232
248.8,0.0,0.0,1,384
248.48,0.0,0.0,1,665
247.81,0.0,0.0,5,784
248.47,0.0,0.0,5,1176
248.8,0.0,0.0,1,1713
250.8,0.0,0.0,1,2355
251.15,0.0,0.0,1,2627
251.8,0.0,0.0,1,3084
252.13,0.0,0.0,5,3109
251.39,0.0,0.0,75,3230
250.9,0.0,0.0,75,3197
250.15,0.0,0.0,90,3040
249.16,0.0,0.0,40,2621
247.62,0.0,0.0,20,2233
248.27,0.0,0.0,40,2022
276.793,0.0,0.0,64,1300
276.793,0.0,0.0,64,1106
276.793,0.0,0.0,64,731
276.793,0.0,0.0,64,477
276.793,0.0,0.0,64,277
276.793,0.0,0.0,64,193
276.793,0.0,0.0,64,242
276.793,0.0,0.0,64,606
276.793,0.0,0.0,64,1930
276.793,0.0,0.0,64,3959
276.793,0.0,0.0,64,4471
276.793,0.0,0.0,64,3520
276.793,0.0,0.0,64,2844
276.793,0.0,0.0,64,2656
247.15,0.0,0.0,20,2641
247.15,0.0,0.0,75,2885
247.47,0.0,0.0,40,3073
247.8,0.0,0.0,40,3433
248.17,0.0,0.0,1,3708
247.15,0.0,0.0,40,4228
247.15,0.0,0.0,75,3735
247.15,0.0,0.0,40,2526
247.15,0.0,0.0,1,1736
276.793,0.0,0.0,64,1200
276.793,0.0,0.0,64,1065
247.15,0.0,0.0,75,772
247.49,0.0,0.0,75,396
247.84,0.0,0.0,1,272
247.15,0.0,0.0,1,209
247.4,0.0,0.0,1,289
247.82,0.0,0.0,40,683
248.39,0.0,0.0,1,2172
248.63,0.0,0.0,1,4114
248.79,0.0,0.0,40,5761
249.66,0.0,0.0,1,4615
250.8,0.0,0.0,1,3902
253.48,0.0,0.0,1,3500
255.48,0.0,0.0,64,4023
256.19,0.0,0.0,64,4178
257.05,0.0,0.0,64,4431
257.16,0.0,0.0,64,5013
257.17,0.0,0.0,64,5721
256.2,0.0,0.0,1,5550
255.82,0.0,0.0,64,4072
254.95,0.0,0.0,1,2793
253.27,0.0,0.0,1,2147
252.36,0.0,0.0,1,1903
253.82,0.0,0.0,75,899
252.15,0.0,0.0,1,483
251.38,0.0,0.0,1,316
249.62,0.0,0.0,1,236
249.64,0.0,0.0,1,304
249.48,0.0,0.0,1,734
248.88,0.0,0.0,1,2507
248.48,0.0,0.0,1,5475
248.15,0.0,0.0,1,6280
247.64,0.0,0.0,1,5332
249.8,0.0,0.0,75,4669
250.8,0.0,0.0,1,4080
253.99,0.0,0.0,1,4121
255.57,0.0,0.0,5,4460
256.1,0.0,0.0,5,4943
256.32,0.0,0.0,64,5469
256.25,0.0,0.0,64,6273
255.34,0.0,0.0,1,5932
250.78,0.0,0.0,1,4305
248.66,0.0,0.0,1,2922
248.13,0.0,0.0,5,2313
248.14,0.0,0.0,1,2039
248.7,0.0,0.0,1,1436
248.15,0.0,0.0,1,959
249.17,0.0,0.0,1,544
251.5,0.0,0.0,1,311
253.53,0.0,0.0,64,336
255.35,0.0,0.0,64,749
256.01,0.0,0.0,64,2622
256.82,0.0,0.0,64,5562
256.74,0.0,0.0,64,6190
257.43,0.0,0.0,64,5778
257.88,0.0,0.0,64,4762
259.3,0.0,0.0,64,4243
261.29,0.0,0.0,64,4596
263.12,0.0,0.0,64,4851
264.63,0.0,0.0,64,4839
265.39,0.0,0.0,64,5219
266.15,0.0,0.0,64,5702
265.73,0.0,0.0,40,6421
266.47,0.0,0.0,64,6421
265.42,0.0,0.0,75,6038
264.67,0.0,0.0,64,3287
264.52,0.0,0.0,64,2728
264.64,0.0,0.0,64,2440
264.55,0.0,0.0,64,1654
264.44,0.0,0.0,64,1053
264.68,0.0,0.0,64,568
264.68,0.0,0.0,64,568
264.38,0.0,0.0,64,406
265.03,0.0,0.0,64,287
265.58,0.0,0.0,64,372
266.02,0.0,0.0,64,699
266.4,0.0,0.0,64,2488
266.4,0.0,0.0,64,2488
266.81,0.0,0.0,64,5266
267.24,0.0,0.0,64,5361
267.43,0.0,0.0,64,5265
267.96,0.0,0.0,64,5052
268.5,0.0,0.0,64,4211
269.34,0.0,0.0,64,4705
270.11,0.0,0.0,64,5073
270.63,0.0,0.0,64,5078
271.1,0.0,0.0,64,5318
271.53,0.0,0.0,64,5741
271.8,0.0,0.0,90,6235
272.15,0.0,0.0,90,5706
271.55,0.0,0.0,64,3355
271.55,0.0,0.0,64,3355
271.62,0.0,0.0,90,2706
271.62,0.0,0.0,90,2706
271.65,0.0,0.0,90,2712
271.65,0.0,0.0,90,2712
271.56,0.0,0.0,64,1536
271.51,0.0,0.0,64,651
271.6,0.0,0.0,64,540
271.6,0.0,0.0,64,376
271.45,0.0,0.0,64,365
271.03,0.0,0.0,64,741
270.53,0.0,0.0,90,1233
269.74,0.0,0.0,64,1834
269.36,0.0,0.0,64,2584
269.43,0.0,0.0,64,3147
269.89,0.0,0.0,64,3332
270.72,0.0,0.0,64,4027
271.23,0.0,0.0,64,4554
271.46,0.0,0.0,64,4509
271.96,0.0,0.0,64,4706
272.1,0.0,0.0,64,4628
271.04,0.0,0.0,20,4546
272.02,0.0,0.0,64,4546
269.64,0.0,0.0,75,4470
269.37,0.0,0.0,64,3107
268.82,0.0,0.0,64,2519
268.34,0.0,0.0,64,3440
268.17,0.0,0.0,64,3505
267.84,0.0,0.0,64,1856
267.73,0.0,0.0,64,1112
267.9,0.0,0.0,64,706
268.32,0.0,0.0,64,524
269.0,0.0,0.0,64,321
269.34,0.0,0.0,64,261
270.41,0.0,0.0,64,463
271.21,0.0,0.0,64,731
271.44,0.0,0.0,64,1053
272.28,0.0,0.0,64,1643
272.95,0.0,0.0,64,2387
274.49,0.0,0.0,64,3069
275.83,0.25,0.0,64,3419
276.71,0.37,0.0,64,3831
277.18,0.83,0.0,64,3997
277.41,0.72,0.0,64,3881
277.63,0.67,0.0,64,4151
277.29,0.51,0.0,64,3946
275.64,0.25,0.0,64,3662
275.01,0.25,0.0,64,2504
274.98,0.25,0.0,64,1972
275.06,0.25,0.0,64,1714
275.11,0.0,0.0,64,1306
274.8,0.0,0.0,64,797
274.47,0.25,0.0,64,453
273.56,0.0,0.0,64,294
273.36,0.0,0.0,64,210
272.54,0.0,0.0,64,307
272.52,0.0,0.0,64,755
272.28,0.0,0.0,64,2557
272.17,0.0,0.0,64,5700
271.85,0.0,0.0,64,6276
270.84,0.0,0.0,64,5592
270.14,0.0,0.0,64,4768
270.77,0.0,0.0,64,4045
270.59,0.0,0.0,64,4384
271.23,0.0,0.0,64,4400
271.03,0.0,0.0,64,4640
271.33,0.0,0.0,64,5163
271.47,0.25,0.0,64,5576
271.06,0.0,0.0,64,6250
269.74,0.0,0.0,64,5923
269.03,0.0,0.0,64,2872
269.2,0.0,0.0,64,2313
269.87,0.25,0.0,64,2107
269.87,0.25,0.0,64,2107
269.87,0.25,0.0,64,2107
270.12,0.0,0.0,64,1343
270.26,0.0,0.0,64,831
270.26,0.0,0.0,64,831
270.12,0.0,0.0,90,433
270.14,0.0,0.0,90,332
270.14,0.0,0.0,90,332
270.15,0.0,0.0,90,242
270.15,0.0,0.0,90,242
270.15,0.0,0.0,90,401
270.15,0.0,0.0,90,401
270.15,0.0,0.0,90,401
269.28,0.0,0.0,90,877
269.28,0.0,0.0,90,877
268.31,0.0,0.0,90,2389
268.31,0.0,0.0,90,2389
267.65,0.0,0.0,90,3948
267.65,0.0,0.0,90,3948
267.15,0.0,0.0,90,3349
266.31,0.0,0.0,90,3080
266.31,0.0,0.0,90,3080
266.34,0.0,0.0,90,3746
266.34,0.0,0.0,90,3746
266.34,0.0,0.0,90,3746
266.15,0.0,0.0,90,3740
266.15,0.0,0.0,90,3740
266.15,0.0,0.0,90,3740
266.15,0.0,0.0,90,3454
266.15,0.0,0.0,90,3454
266.15,0.0,0.0,90,3454
266.15,0.0,0.0,90,3764
265.89,0.0,0.0,75,4062
265.89,0.0,0.0,75,4383
265.48,0.0,0.0,1,5160
264.77,0.0,0.0,75,5725
264.15,0.0,0.0,75,5693
261.8,0.0,0.0,1,4284
261.67,0.0,0.0,1,2951
260.36,0.0,0.0,40,2736
260.39,0.0,0.0,1,3595
259.79,0.0,0.0,64,977
258.5,0.0,0.0,20,515
259.14,0.0,0.0,64,515
257.96,0.0,0.0,64,305
257.44,0.0,0.0,64,354
256.74,0.0,0.0,64,793
256.32,0.0,0.0,64,2677
256.07,0.0,0.0,64,5542
256.29,0.0,0.0,64,6193
256.92,0.0,0.0,64,5686
257.66,0.0,0.0,64,4837
258.69,0.0,0.0,64,4225
259.91,0.0,0.0,64,4560
261.03,0.0,0.0,64,4790
261.74,0.0,0.0,64,4777
262.85,0.0,0.0,90,4735
263.15,0.0,0.0,90,6252
263.03,0.0,0.0,64,6252
263.31,0.0,0.0,64,5258
263.31,0.0,0.0,64,5258
264.7,0.25,0.0,90,4270
264.7,0.25,0.0,90,4270
264.7,0.25,0.0,90,4270
264.7,0.25,0.0,90,4270
265.92,0.0,0.0,64,2368
266.83,0.25,0.0,64,2255
267.6,0.25,0.0,64,1501
267.6,0.25,0.0,64,1501
267.79,0.25,0.0,64,956
268.71,0.0,0.0,64,513
270.21,0.0,0.0,64,334
272.33,0.0,0.0,64,271
273.4,0.0,0.0,90,393
273.4,0.0,0.0,90,393
273.4,0.0,0.0,90,393
273.96,0.0,0.0,64,772
273.96,0.0,0.0,64,772
274.12,0.0,0.0,64,2734
274.15,0.0,0.0,64,5381
274.12,0.0,0.0,64,5668
274.12,0.0,0.0,64,5668
272.18,0.25,0.0,64,5568
272.18,0.25,0.0,64,5568
270.06,0.32,0.0,64,4665
270.06,0.32,0.0,64,4665
268.25,1.02,0.0,75,4021
268.25,1.02,0.0,75,4021
266.68,0.76,0.0,64,4377
265.11,0.0,0.0,64,4631
263.45,0.0,0.0,64,4752
262.31,0.0,0.0,64,5002
261.42,0.0,0.0,90,5662
260.86,0.0,0.0,64,6413
260.25,0.0,0.0,75,6413
259.79,0.0,0.0,64,5917
276.793,0.0,0.0,64,3073
276.793,0.0,0.0,64,2640
276.793,0.0,0.0,64,3620
276.793,0.0,0.0,64,2663
276.793,0.0,0.0,64,1139
276.793,0.0,0.0,64,619
276.793,0.0,0.0,64,376
276.793,0.0,0.0,64,306
276.793,0.0,0.0,64,395
258.96,0.0,0.0,90,395
276.793,0.0,0.0,64,2584
276.793,0.0,0.0,64,5441
256.36,0.0,0.0,40,5441
256.16,0.0,0.0,40,6319
255.92,0.0,0.0,20,5519
276.793,0.0,0.0,64,4226
276.793,0.0,0.0,64,4833
276.793,0.0,0.0,64,5204
260.18,0.0,0.0,1,5204
276.793,0.0,0.0,64,5594
276.793,0.0,0.0,64,5564
276.793,0.0,0.0,64,6430
261.0,0.0,0.0,20,6430
259.4,0.0,0.0,20,6080
276.793,0.0,0.0,64,3841
276.793,0.0,0.0,64,2708
276.793,0.0,0.0,64,2614
276.793,0.0,0.0,64,2847
276.793,0.0,0.0,64,2746
276.793,0.0,0.0,64,1139
276.793,0.0,0.0,64,690
276.793,0.0,0.0,64,507
276.793,0.0,0.0,64,389
276.793,0.0,0.0,64,441
276.793,0.0,0.0,64,750
276.793,0.0,0.0,64,1239
276.793,0.0,0.0,64,1822
276.793,0.0,0.0,64,2278
276.793,0.0,0.0,64,2789
276.793,0.0,0.0,64,3281
276.793,0.0,0.0,64,3655
276.793,0.0,0.0,64,3870
276.793,0.0,0.0,64,4146
276.793,0.0,0.0,64,3884
276.793,0.0,0.0,64,4290
276.793,0.0,0.0,64,4434
276.793,0.0,0.0,64,4085
276.793,0.0,0.0,64,3738
276.793,0.0,0.0,64,3001
276.793,0.0,0.0,64,2498
276.793,0.0,0.0,64,2400
276.793,0.0,0.0,64,2794
276.793,0.0,0.0,64,3269
276.793,0.0,0.0,64,1236
276.793,0.0,0.0,64,807
276.793,0.0,0.0,64,544
276.793,0.0,0.0,64,342
269.46,0.0,0.0,64,286
270.12,0.0,0.0,64,432
270.48,0.0,0.0,1,726
270.07,0.0,0.0,64,1027
270.68,0.0,0.0,64,2477
271.8,0.0,0.0,64,3269
273.72,0.0,0.0,64,3601
275.18,0.34,0.0,64,3782
275.96,0.68,0.0,64,4117
276.1,1.02,0.0,64,3938
276.16,1.07,0.0,64,3952
275.89,0.64,0.0,64,4410
275.11,0.34,0.0,90,4410
274.93,0.51,0.0,64,3752
274.62,0.25,0.0,90,3095
273.7,0.0,0.0,64,2504
272.15,0.0,0.0,64,2024
272.11,0.0,0.0,64,1499
271.85,0.0,0.0,64,1004
271.79,0.0,0.0,64,480
271.72,0.0,0.0,64,347
271.64,0.0,0.0,64,251
271.74,0.0,0.0,64,332
271.32,0.0,0.0,64,711
270.43,0.0,0.0,64,2188
269.26,0.0,0.0,64,4403
266.26,0.0,0.0,90,3861
265.34,0.0,0.0,90,3634
264.12,0.25,0.0,64,3849
264.12,0.25,0.0,64,3849
263.45,0.0,0.0,64,4008
262.08,0.0,0.0,64,4395
261.75,0.0,0.0,64,4515
261.29,0.0,0.0,64,4614
260.28,0.0,0.0,64,4687
259.14,0.0,0.0,75,4687
258.61,0.0,0.0,64,4516
257.73,0.0,0.0,64,2627
256.45,0.0,0.0,64,2210
255.95,0.0,0.0,64,1907
254.89,0.0,0.0,1,1332
253.01,0.0,0.0,1,839
250.88,0.0,0.0,1,422
250.38,0.0,0.0,1,289
249.13,0.0,0.0,1,222
248.38,0.0,0.0,1,302
247.8,0.0,0.0,1,784
248.15,0.0,0.0,1,2554
249.15,0.0,0.0,1,5492
248.15,0.0,0.0,40,6222
248.15,0.0,0.0,40,5710
247.15,0.0,0.0,1,4642
248.83,0.0,0.0,1,4167
251.99,0.0,0.0,5,4288
253.89,0.0,0.0,64,4601
254.96,0.0,0.0,64,5037
255.72,0.0,0.0,64,5670
255.57,0.0,0.0,64,6322
255.57,0.0,0.0,64,6322
255.31,0.0,0.0,64,5850
255.7,0.0,0.0,64,2923
255.7,0.0,0.0,64,2517
256.13,0.0,0.0,64,2269
256.63,0.0,0.0,90,1364
257.29,0.0,0.0,64,845
257.29,0.0,0.0,64,845
257.88,0.0,0.0,64,416
258.33,0.0,0.0,64,300
258.33,0.0,0.0,64,300
258.76,0.0,0.0,64,271
258.76,0.0,0.0,64,271
258.9,0.0,0.0,64,364
258.9,0.0,0.0,64,364
258.74,0.0,0.0,64,792
257.94,0.0,0.0,64,2461
257.75,0.0,0.0,64,5607
258.24,0.0,0.0,64,4802
258.44,0.0,0.0,64,5120
258.2,0.0,0.0,64,4939
257.77,0.0,0.0,64,4143
257.77,0.0,0.0,64,4143
257.78,0.0,0.0,64,4186
257.34,0.0,0.0,64,4423
257.34,0.0,0.0,64,4423
256.76,0.0,0.0,64,4601
256.39,0.0,0.0,40,4994
256.1,0.0,0.0,64,5446
255.41,0.0,0.0,1,6427
255.22,0.0,0.0,1,6095
254.2,0.0,0.0,64,4504
253.39,0.0,0.0,5,3178
252.62,0.0,0.0,5,2488
251.64,0.0,0.0,1,2211
250.64,0.0,0.0,1,1503
249.64,0.0,0.0,1,924
248.38,0.0,0.0,1,490
248.38,0.0,0.0,1,266
247.81,0.0,0.0,1,244
247.48,0.0,0.0,1,337
247.15,0.0,0.0,1,754
247.15,0.0,0.0,1,2484
276.793,0.0,0.0,64,5859
276.793,0.0,0.0,64,4958
247.15,0.0,0.0,1,4250
247.8,0.0,0.0,1,3885
248.47,0.0,0.0,1,4024
250.39,0.0,0.0,5,4499
251.15,0.0,0.0,1,4547
252.15,0.0,0.0,1,4766
252.48,0.0,0.0,1,4946
251.9,0.0,0.0,1,5953
251.64,0.0,0.0,40,5676
251.15,0.0,0.0,1,4027
251.39,0.0,0.0,40,2857
252.14,0.0,0.0,40,2475
253.39,0.0,0.0,1,3836
255.33,0.0,0.0,64,1137
256.32,0.0,0.0,64,594
258.02,0.0,0.0,64,340
260.04,0.0,0.0,64,279
261.41,0.0,0.0,64,369
262.64,0.0,0.0,64,728
263.2,0.0,0.0,64,2542
264.05,0.0,0.0,64,5335
264.93,0.0,0.0,64,6398
266.03,0.0,0.0,64,5685
266.85,0.0,0.0,64,4921
268.3,0.0,0.0,64,4446
269.57,0.0,0.0,64,4845
271.16,0.0,0.0,64,5231
272.1,0.0,0.0,64,5192
272.27,0.25,0.0,64,5482
272.39,0.0,0.0,64,5903
272.15,0.0,0.0,64,4880
272.32,0.25,0.0,90,4880
272.32,0.25,0.0,64,3449
